"Project";"Task";"Note";"Start date & time";"End date & time";"Start date";"Start time";"End date";"End time";"Duration";"Duration in hours";"Tags";
"Уход за семьей";"Кошка";"";"25 янв. 2021 г. 08:00:48";"25 янв. 2021 г. 08:05:05";"25 янв. 2021 г.";"08:00:48";"25 янв. 2021 г.";"08:05:05";"0:04";"0,07";"";
"Развитие";"Развивающее чтение/видео";"";"25 янв. 2021 г. 08:05:05";"25 янв. 2021 г. 08:21:06";"25 янв. 2021 г.";"08:05:05";"25 янв. 2021 г.";"08:21:06";"0:16";"0,27";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 08:21:06";"25 янв. 2021 г. 08:42:16";"25 янв. 2021 г.";"08:21:06";"25 янв. 2021 г.";"08:42:16";"0:21";"0,35";"";
"Развитие";"Расслабление";"";"25 янв. 2021 г. 08:42:16";"25 янв. 2021 г. 09:00:17";"25 янв. 2021 г.";"08:42:16";"25 янв. 2021 г.";"09:00:17";"0:18";"0,3";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 09:00:17";"25 янв. 2021 г. 09:07:43";"25 янв. 2021 г.";"09:00:17";"25 янв. 2021 г.";"09:07:43";"0:07";"0,12";"";
"Здоровье";"Физическая активность";"";"25 янв. 2021 г. 09:07:43";"25 янв. 2021 г. 09:14:32";"25 янв. 2021 г.";"09:07:43";"25 янв. 2021 г.";"09:14:32";"0:06";"0,11";"Йога";
"Здоровье";"Физическая активность";"";"25 янв. 2021 г. 09:14:35";"25 янв. 2021 г. 09:27:05";"25 янв. 2021 г.";"09:14:35";"25 янв. 2021 г.";"09:27:05";"0:12";"0,21";"Фитнес";
"Прочее";"Сборы";"";"25 янв. 2021 г. 09:27:05";"25 янв. 2021 г. 09:28:59";"25 янв. 2021 г.";"09:27:05";"25 янв. 2021 г.";"09:28:59";"0:01";"0,03";"";
"Уход за семьей";"Кошка";"";"25 янв. 2021 г. 09:28:59";"25 янв. 2021 г. 09:30:37";"25 янв. 2021 г.";"09:28:59";"25 янв. 2021 г.";"09:30:37";"0:01";"0,03";"";
"Здоровье";"Гигиена";"";"25 янв. 2021 г. 09:30:37";"25 янв. 2021 г. 09:40:43";"25 янв. 2021 г.";"09:30:37";"25 янв. 2021 г.";"09:40:43";"0:10";"0,17";"";
"Развитие";"Медитация";"";"25 янв. 2021 г. 09:40:43";"25 янв. 2021 г. 09:49:10";"25 янв. 2021 г.";"09:40:43";"25 янв. 2021 г.";"09:49:10";"0:08";"0,14";"";
"Развитие";"Развивающее чтение/видео";"";"25 янв. 2021 г. 09:49:10";"25 янв. 2021 г. 10:06:03";"25 янв. 2021 г.";"09:49:10";"25 янв. 2021 г.";"10:06:03";"0:16";"0,28";"";
"Уход за семьей";"Готовка";"";"25 янв. 2021 г. 10:06:03";"25 янв. 2021 г. 10:17:07";"25 янв. 2021 г.";"10:06:03";"25 янв. 2021 г.";"10:17:07";"0:11";"0,18";"";
"Здоровье";"Еда";"";"25 янв. 2021 г. 10:17:07";"25 янв. 2021 г. 10:35:18";"25 янв. 2021 г.";"10:17:07";"25 янв. 2021 г.";"10:35:18";"0:18";"0,3";"";
"Уход за семьей";"Уборка / стирка";"";"25 янв. 2021 г. 10:35:18";"25 янв. 2021 г. 10:37:25";"25 янв. 2021 г.";"10:35:18";"25 янв. 2021 г.";"10:37:25";"0:02";"0,04";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 10:37:25";"25 янв. 2021 г. 10:40:04";"25 янв. 2021 г.";"10:37:25";"25 янв. 2021 г.";"10:40:04";"0:02";"0,04";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 10:40:04";"25 янв. 2021 г. 10:47:26";"25 янв. 2021 г.";"10:40:04";"25 янв. 2021 г.";"10:47:26";"0:07";"0,12";"";
"Учёба";"Data science";"";"25 янв. 2021 г. 10:47:26";"25 янв. 2021 г. 11:15:43";"25 янв. 2021 г.";"10:47:26";"25 янв. 2021 г.";"11:15:43";"0:28";"0,47";"Курсовая";
"Здоровье";"Гигиена";"";"25 янв. 2021 г. 11:15:43";"25 янв. 2021 г. 11:20:20";"25 янв. 2021 г.";"11:15:43";"25 янв. 2021 г.";"11:20:20";"0:04";"0,08";"Чистка зубов";
"Развитие";"Дневник";"";"25 янв. 2021 г. 11:20:20";"25 янв. 2021 г. 11:23:30";"25 янв. 2021 г.";"11:20:20";"25 янв. 2021 г.";"11:23:30";"0:03";"0,05";"Дневник";
"Учёба";"Data science";"";"25 янв. 2021 г. 11:23:30";"25 янв. 2021 г. 11:49:06";"25 янв. 2021 г.";"11:23:30";"25 янв. 2021 г.";"11:49:06";"0:25";"0,43";"Курсовая";
"Развитие";"Расслабление";"";"25 янв. 2021 г. 11:49:06";"25 янв. 2021 г. 11:51:43";"25 янв. 2021 г.";"11:49:06";"25 янв. 2021 г.";"11:51:43";"0:02";"0,04";"";
"Уход за семьей";"Организация";"";"25 янв. 2021 г. 11:51:43";"25 янв. 2021 г. 11:54:47";"25 янв. 2021 г.";"11:51:43";"25 янв. 2021 г.";"11:54:47";"0:03";"0,05";"";
"Учёба";"Data science";"";"25 янв. 2021 г. 11:54:47";"25 янв. 2021 г. 12:19:25";"25 янв. 2021 г.";"11:54:47";"25 янв. 2021 г.";"12:19:25";"0:24";"0,41";"Курсовая";
"Общение";"Семья";"";"25 янв. 2021 г. 12:19:25";"25 янв. 2021 г. 12:24:30";"25 янв. 2021 г.";"12:19:25";"25 янв. 2021 г.";"12:24:30";"0:05";"0,08";"";
"Уход за семьей";"Организация";"";"25 янв. 2021 г. 12:24:30";"25 янв. 2021 г. 12:31:32";"25 янв. 2021 г.";"12:24:30";"25 янв. 2021 г.";"12:31:32";"0:07";"0,12";"";
"Учёба";"Data science";"";"25 янв. 2021 г. 12:31:32";"25 янв. 2021 г. 12:57:40";"25 янв. 2021 г.";"12:31:32";"25 янв. 2021 г.";"12:57:40";"0:26";"0,44";"Курсовая";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 12:57:40";"25 янв. 2021 г. 13:00:31";"25 янв. 2021 г.";"12:57:40";"25 янв. 2021 г.";"13:00:31";"0:02";"0,05";"";
"Уход за семьей";"Организация";"";"25 янв. 2021 г. 13:00:31";"25 янв. 2021 г. 13:05:43";"25 янв. 2021 г.";"13:00:31";"25 янв. 2021 г.";"13:05:43";"0:05";"0,09";"";
"Здоровье";"Гигиена";"";"25 янв. 2021 г. 13:05:43";"25 янв. 2021 г. 13:08:47";"25 янв. 2021 г.";"13:05:43";"25 янв. 2021 г.";"13:08:47";"0:03";"0,05";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 13:08:47";"25 янв. 2021 г. 13:16:56";"25 янв. 2021 г.";"13:08:47";"25 янв. 2021 г.";"13:16:56";"0:08";"0,14";"";
"Здоровье";"Физическая активность";"";"25 янв. 2021 г. 13:16:56";"25 янв. 2021 г. 13:19:58";"25 янв. 2021 г.";"13:16:56";"25 янв. 2021 г.";"13:19:58";"0:03";"0,05";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"25 янв. 2021 г. 13:19:58";"25 янв. 2021 г. 13:49:07";"25 янв. 2021 г.";"13:19:58";"25 янв. 2021 г.";"13:49:07";"0:29";"0,49";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 13:49:07";"25 янв. 2021 г. 13:54:30";"25 янв. 2021 г.";"13:49:07";"25 янв. 2021 г.";"13:54:30";"0:05";"0,09";"";
"Уход за семьей";"Кошка";"";"25 янв. 2021 г. 13:54:30";"25 янв. 2021 г. 13:56:34";"25 янв. 2021 г.";"13:54:30";"25 янв. 2021 г.";"13:56:34";"0:02";"0,03";"";
"Здоровье";"Еда";"";"25 янв. 2021 г. 13:56:34";"25 янв. 2021 г. 14:12:58";"25 янв. 2021 г.";"13:56:34";"25 янв. 2021 г.";"14:12:58";"0:16";"0,27";"";
"Развитие";"Развивающее чтение/видео";"";"25 янв. 2021 г. 14:12:58";"25 янв. 2021 г. 14:45:50";"25 янв. 2021 г.";"14:12:58";"25 янв. 2021 г.";"14:45:50";"0:32";"0,55";"";
"Развлечения";"ТВ";"";"25 янв. 2021 г. 14:45:50";"25 янв. 2021 г. 15:02:52";"25 янв. 2021 г.";"14:45:50";"25 янв. 2021 г.";"15:02:52";"0:17";"0,28";"";
"Уход за семьей";"Уборка / стирка";"";"25 янв. 2021 г. 15:02:52";"25 янв. 2021 г. 15:06:07";"25 янв. 2021 г.";"15:02:52";"25 янв. 2021 г.";"15:06:07";"0:03";"0,05";"";
"Учёба";"Математика";"";"25 янв. 2021 г. 15:06:07";"25 янв. 2021 г. 15:31:29";"25 янв. 2021 г.";"15:06:07";"25 янв. 2021 г.";"15:31:29";"0:25";"0,42";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 15:31:29";"25 янв. 2021 г. 15:36:53";"25 янв. 2021 г.";"15:31:29";"25 янв. 2021 г.";"15:36:53";"0:05";"0,09";"";
"Учёба";"Математика";"";"25 янв. 2021 г. 15:36:53";"25 янв. 2021 г. 16:04:31";"25 янв. 2021 г.";"15:36:53";"25 янв. 2021 г.";"16:04:31";"0:27";"0,46";"";
"Развитие";"Развивающее чтение/видео";"";"25 янв. 2021 г. 16:04:31";"25 янв. 2021 г. 16:21:50";"25 янв. 2021 г.";"16:04:31";"25 янв. 2021 г.";"16:21:50";"0:17";"0,29";"";
"Продуктивность";"Исследование";"";"25 янв. 2021 г. 16:21:50";"25 янв. 2021 г. 16:29:38";"25 янв. 2021 г.";"16:21:50";"25 янв. 2021 г.";"16:29:38";"0:07";"0,13";"";
"Общение";"Семья";"";"25 янв. 2021 г. 16:29:38";"25 янв. 2021 г. 16:41:58";"25 янв. 2021 г.";"16:29:38";"25 янв. 2021 г.";"16:41:58";"0:12";"0,21";"";
"Учёба";"Data science";"";"25 янв. 2021 г. 16:41:58";"25 янв. 2021 г. 17:08:33";"25 янв. 2021 г.";"16:41:58";"25 янв. 2021 г.";"17:08:33";"0:26";"0,44";"Курсовая";
"Учёба";"ИзИ";"";"25 янв. 2021 г. 17:08:33";"25 янв. 2021 г. 17:13:22";"25 янв. 2021 г.";"17:08:33";"25 янв. 2021 г.";"17:13:22";"0:04";"0,08";"";
"Учёба";"Data science";"";"25 янв. 2021 г. 17:13:22";"25 янв. 2021 г. 17:22:25";"25 янв. 2021 г.";"17:13:22";"25 янв. 2021 г.";"17:22:25";"0:09";"0,15";"Курсовая";
"Учёба";"ИзИ";"";"25 янв. 2021 г. 17:22:25";"25 янв. 2021 г. 18:02:01";"25 янв. 2021 г.";"17:22:25";"25 янв. 2021 г.";"18:02:01";"0:39";"0,66";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 18:02:01";"25 янв. 2021 г. 18:03:11";"25 янв. 2021 г.";"18:02:01";"25 янв. 2021 г.";"18:03:11";"0:01";"0,02";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 18:03:11";"25 янв. 2021 г. 18:04:37";"25 янв. 2021 г.";"18:03:11";"25 янв. 2021 г.";"18:04:37";"0:01";"0,02";"";
"Развлечения";"ТВ";"";"25 янв. 2021 г. 18:04:37";"25 янв. 2021 г. 18:30:06";"25 янв. 2021 г.";"18:04:37";"25 янв. 2021 г.";"18:30:06";"0:25";"0,42";"";
"Здоровье";"Гигиена";"";"25 янв. 2021 г. 18:30:06";"25 янв. 2021 г. 18:31:55";"25 янв. 2021 г.";"18:30:06";"25 янв. 2021 г.";"18:31:55";"0:01";"0,03";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 18:31:55";"25 янв. 2021 г. 18:35:01";"25 янв. 2021 г.";"18:31:55";"25 янв. 2021 г.";"18:35:01";"0:03";"0,05";"";
"Здоровье";"Физическая активность";"";"25 янв. 2021 г. 18:35:01";"25 янв. 2021 г. 18:50:50";"25 янв. 2021 г.";"18:35:01";"25 янв. 2021 г.";"18:50:50";"0:15";"0,26";"Фитнес";
"Прочее";"Сборы";"";"25 янв. 2021 г. 18:50:50";"25 янв. 2021 г. 18:53:29";"25 янв. 2021 г.";"18:50:50";"25 янв. 2021 г.";"18:53:29";"0:02";"0,04";"";
"Здоровье";"Еда";"";"25 янв. 2021 г. 18:53:29";"25 янв. 2021 г. 19:09:16";"25 янв. 2021 г.";"18:53:29";"25 янв. 2021 г.";"19:09:16";"0:15";"0,26";"";
"Развитие";"Занятия музыкой";"";"25 янв. 2021 г. 19:09:16";"25 янв. 2021 г. 19:46:10";"25 янв. 2021 г.";"19:09:16";"25 янв. 2021 г.";"19:46:10";"0:36";"0,62";"";
"Общение";"Семья";"";"25 янв. 2021 г. 19:46:10";"25 янв. 2021 г. 19:50:11";"25 янв. 2021 г.";"19:46:10";"25 янв. 2021 г.";"19:50:11";"0:04";"0,07";"";
"Здоровье";"Еда";"";"25 янв. 2021 г. 19:50:11";"25 янв. 2021 г. 19:58:29";"25 янв. 2021 г.";"19:50:11";"25 янв. 2021 г.";"19:58:29";"0:08";"0,14";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 19:58:29";"25 янв. 2021 г. 20:00:12";"25 янв. 2021 г.";"19:58:29";"25 янв. 2021 г.";"20:00:12";"0:01";"0,03";"";
"Общение";"Парень";"";"25 янв. 2021 г. 20:00:12";"25 янв. 2021 г. 20:24:13";"25 янв. 2021 г.";"20:00:12";"25 янв. 2021 г.";"20:24:13";"0:24";"0,4";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 20:24:13";"25 янв. 2021 г. 20:43:16";"25 янв. 2021 г.";"20:24:13";"25 янв. 2021 г.";"20:43:16";"0:19";"0,32";"";
"Развитие";"Дневник";"";"25 янв. 2021 г. 20:43:16";"25 янв. 2021 г. 20:44:17";"25 янв. 2021 г.";"20:43:16";"25 янв. 2021 г.";"20:44:17";"0:01";"0,02";"";
"Развитие";"Развивающее чтение/видео";"";"25 янв. 2021 г. 20:44:17";"25 янв. 2021 г. 20:58:28";"25 янв. 2021 г.";"20:44:17";"25 янв. 2021 г.";"20:58:28";"0:14";"0,24";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 20:58:28";"25 янв. 2021 г. 21:00:35";"25 янв. 2021 г.";"20:58:28";"25 янв. 2021 г.";"21:00:35";"0:02";"0,04";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 21:00:35";"25 янв. 2021 г. 21:02:17";"25 янв. 2021 г.";"21:00:35";"25 янв. 2021 г.";"21:02:17";"0:01";"0,03";"";
"Общение";"Животные";"";"25 янв. 2021 г. 21:02:17";"25 янв. 2021 г. 21:20:26";"25 янв. 2021 г.";"21:02:17";"25 янв. 2021 г.";"21:20:26";"0:18";"0,3";"";
"Общение";"Семья";"";"25 янв. 2021 г. 21:20:26";"25 янв. 2021 г. 21:25:50";"25 янв. 2021 г.";"21:20:26";"25 янв. 2021 г.";"21:25:50";"0:05";"0,09";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 21:25:50";"25 янв. 2021 г. 21:32:39";"25 янв. 2021 г.";"21:25:50";"25 янв. 2021 г.";"21:32:39";"0:06";"0,11";"";
"Развлечения";"Фильм";"";"25 янв. 2021 г. 21:32:39";"25 янв. 2021 г. 23:05:20";"25 янв. 2021 г.";"21:32:39";"25 янв. 2021 г.";"23:05:20";"1:32";"1,54";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 23:05:20";"25 янв. 2021 г. 23:16:21";"25 янв. 2021 г.";"23:05:20";"25 янв. 2021 г.";"23:16:21";"0:11";"0,18";"";
"Прочее";"Сборы";"";"25 янв. 2021 г. 23:16:21";"25 янв. 2021 г. 23:22:41";"25 янв. 2021 г.";"23:16:21";"25 янв. 2021 г.";"23:22:41";"0:06";"0,11";"";
"Развлечения";"Интернет";"";"25 янв. 2021 г. 23:22:41";"25 янв. 2021 г. 23:33:56";"25 янв. 2021 г.";"23:22:41";"25 янв. 2021 г.";"23:33:56";"0:11";"0,19";"";
"Общение";"Друзья";"";"25 янв. 2021 г. 23:33:56";"25 янв. 2021 г. 23:35:57";"25 янв. 2021 г.";"23:33:56";"25 янв. 2021 г.";"23:35:57";"0:02";"0,03";"";
"Здоровье";"Гигиена";"";"25 янв. 2021 г. 23:35:57";"25 янв. 2021 г. 23:48:44";"25 янв. 2021 г.";"23:35:57";"25 янв. 2021 г.";"23:48:44";"0:12";"0,21";"Уход за кожей и/или волосами|Чистка зубов";
"Прочее";"Сборы";"";"25 янв. 2021 г. 23:48:44";"25 янв. 2021 г. 23:50:26";"25 янв. 2021 г.";"23:48:44";"25 янв. 2021 г.";"23:50:26";"0:01";"0,03";"";
"Развитие";"Дневник";"";"25 янв. 2021 г. 23:50:26";"25 янв. 2021 г. 23:57:18";"25 янв. 2021 г.";"23:50:26";"25 янв. 2021 г.";"23:57:18";"0:06";"0,11";"Дневник";
"Сон";"";"";"25 янв. 2021 г. 23:57:18";"26 янв. 2021 г. 07:37:44";"25 янв. 2021 г.";"23:57:18";"26 янв. 2021 г.";"07:37:44";"7:40";"7,67";"";
"Развлечения";"Интернет";"";"26 янв. 2021 г. 07:37:44";"26 янв. 2021 г. 07:50:18";"26 янв. 2021 г.";"07:37:44";"26 янв. 2021 г.";"07:50:18";"0:12";"0,21";"";
"Развитие";"Развивающее чтение/видео";"";"26 янв. 2021 г. 07:50:18";"26 янв. 2021 г. 08:00:22";"26 янв. 2021 г.";"07:50:18";"26 янв. 2021 г.";"08:00:22";"0:10";"0,17";"";
"Уход за семьей";"Кошка";"";"26 янв. 2021 г. 08:00:22";"26 янв. 2021 г. 08:04:23";"26 янв. 2021 г.";"08:00:22";"26 янв. 2021 г.";"08:04:23";"0:04";"0,07";"";
"Развлечения";"Интернет";"";"26 янв. 2021 г. 08:04:23";"26 янв. 2021 г. 08:15:01";"26 янв. 2021 г.";"08:04:23";"26 янв. 2021 г.";"08:15:01";"0:10";"0,18";"";
"Развитие";"Развивающее чтение/видео";"";"26 янв. 2021 г. 08:15:01";"26 янв. 2021 г. 08:37:24";"26 янв. 2021 г.";"08:15:01";"26 янв. 2021 г.";"08:37:24";"0:22";"0,37";"";
"Развитие";"Расслабление";"";"26 янв. 2021 г. 08:37:24";"26 янв. 2021 г. 08:45:55";"26 янв. 2021 г.";"08:37:24";"26 янв. 2021 г.";"08:45:55";"0:08";"0,14";"";
"Прочее";"Сборы";"";"26 янв. 2021 г. 08:45:55";"26 янв. 2021 г. 08:49:12";"26 янв. 2021 г.";"08:45:55";"26 янв. 2021 г.";"08:49:12";"0:03";"0,05";"";
"Здоровье";"Гигиена";"";"26 янв. 2021 г. 08:49:12";"26 янв. 2021 г. 08:50:58";"26 янв. 2021 г.";"08:49:12";"26 янв. 2021 г.";"08:50:58";"0:01";"0,03";"";
"Прочее";"Сборы";"";"26 янв. 2021 г. 08:50:58";"26 янв. 2021 г. 08:52:49";"26 янв. 2021 г.";"08:50:58";"26 янв. 2021 г.";"08:52:49";"0:01";"0,03";"";
"Здоровье";"Физическая активность";"";"26 янв. 2021 г. 08:52:49";"26 янв. 2021 г. 08:57:10";"26 янв. 2021 г.";"08:52:49";"26 янв. 2021 г.";"08:57:10";"0:04";"0,07";"Йога";
"Здоровье";"Физическая активность";"";"26 янв. 2021 г. 08:57:12";"26 янв. 2021 г. 09:08:27";"26 янв. 2021 г.";"08:57:12";"26 янв. 2021 г.";"09:08:27";"0:11";"0,19";"Фитнес";
"Прочее";"Сборы";"";"26 янв. 2021 г. 09:08:27";"26 янв. 2021 г. 09:14:11";"26 янв. 2021 г.";"09:08:27";"26 янв. 2021 г.";"09:14:11";"0:05";"0,1";"";
"Уход за семьей";"Готовка";"";"26 янв. 2021 г. 09:14:11";"26 янв. 2021 г. 09:21:00";"26 янв. 2021 г.";"09:14:11";"26 янв. 2021 г.";"09:21:00";"0:06";"0,11";"";
"Здоровье";"Еда";"";"26 янв. 2021 г. 09:21:00";"26 янв. 2021 г. 09:39:05";"26 янв. 2021 г.";"09:21:00";"26 янв. 2021 г.";"09:39:05";"0:18";"0,3";"";
"Уход за семьей";"Уборка / стирка";"";"26 янв. 2021 г. 09:39:05";"26 янв. 2021 г. 09:41:10";"26 янв. 2021 г.";"09:39:05";"26 янв. 2021 г.";"09:41:10";"0:02";"0,03";"";
"Прочее";"Сборы";"";"26 янв. 2021 г. 09:41:10";"26 янв. 2021 г. 09:43:54";"26 янв. 2021 г.";"09:41:10";"26 янв. 2021 г.";"09:43:54";"0:02";"0,05";"";
"Развитие";"Дневник";"";"26 янв. 2021 г. 09:43:54";"26 янв. 2021 г. 09:52:11";"26 янв. 2021 г.";"09:43:54";"26 янв. 2021 г.";"09:52:11";"0:08";"0,14";"Дневник";
"Развлечения";"Интернет";"";"26 янв. 2021 г. 09:52:11";"26 янв. 2021 г. 09:56:20";"26 янв. 2021 г.";"09:52:11";"26 янв. 2021 г.";"09:56:20";"0:04";"0,07";"";
"Развитие";"Медитация";"";"26 янв. 2021 г. 09:56:20";"26 янв. 2021 г. 10:01:51";"26 янв. 2021 г.";"09:56:20";"26 янв. 2021 г.";"10:01:51";"0:05";"0,09";"";
"Прочее";"Сборы";"";"26 янв. 2021 г. 10:01:51";"26 янв. 2021 г. 10:04:17";"26 янв. 2021 г.";"10:01:51";"26 янв. 2021 г.";"10:04:17";"0:02";"0,04";"";
"Уход за семьей";"Организация";"";"26 янв. 2021 г. 10:04:17";"26 янв. 2021 г. 10:31:25";"26 янв. 2021 г.";"10:04:17";"26 янв. 2021 г.";"10:31:25";"0:27";"0,45";"";
"Здоровье";"Гигиена";"";"26 янв. 2021 г. 10:31:25";"26 янв. 2021 г. 10:44:57";"26 янв. 2021 г.";"10:31:25";"26 янв. 2021 г.";"10:44:57";"0:13";"0,23";"Уход за кожей и/или волосами|Чистка зубов";
"Учёба";"Data science";"";"26 янв. 2021 г. 10:44:57";"26 янв. 2021 г. 11:00:00";"26 янв. 2021 г.";"10:44:57";"26 янв. 2021 г.";"11:00:00";"0:15";"0,25";"Курсовая";
"Уход за семьей";"Кошка";"";"26 янв. 2021 г. 11:00:00";"26 янв. 2021 г. 11:02:00";"26 янв. 2021 г.";"11:00:00";"26 янв. 2021 г.";"11:02:00";"0:02";"0,03";"";
"Учёба";"Data science";"";"26 янв. 2021 г. 11:02:23";"26 янв. 2021 г. 11:04:00";"26 янв. 2021 г.";"11:02:23";"26 янв. 2021 г.";"11:04:00";"0:01";"0,03";"Курсовая";
"Уход за семьей";"Кошка";"";"26 янв. 2021 г. 11:04:00";"26 янв. 2021 г. 11:05:00";"26 янв. 2021 г.";"11:04:00";"26 янв. 2021 г.";"11:05:00";"0:01";"0,02";"";
